category,simple_explanation,source
Semantic segmentation,"A computer vision task in generative AI where models classify each pixel in an image into a specific category, enabling tasks like object recognition and scene understanding.",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Sentence embeddings,"In generative AI, these are fixed-length representations of sentences, often used to capture semantic information for various natural language processing tasks.",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Stochastic gradient descent (SGD),An optimisation algorithm used in training generative AI models that iteratively adjusts model parameters to minimise a loss function.,https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Style transfer,"A generative AI technique that involves altering the style of an input, such as converting a photograph into the style of a famous artist’s painting.",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Style-generative adversarial network (StyleGAN),A generative AI model known for its ability to generate high-quality images with fine-grained control over style attributes.,https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Subject-Action-Object (SAO),"SAO is an natural language processing function that identifies the logical function of portions of sentences in terms of the elements that are acting as the subject of an action, the action itself, the object receiving the action (if one exists), and any adjuncts if present.",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Symbolic methodology,"A symbolic approach designs a system using specific, narrow instructions that guarantee the recognition of a linguistic pattern. Rule-based solutions tend to have a high degree of precision, though they may require more work than machine learning-based solutions to cover the entire scope of a problem, depending on the application.",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Temporal generative models,"Generative AI models designed to oversee sequential data with a temporal aspect, such as time series forecasting and video generation.",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
TensorFlow,An open-source machine learning framework developed by Google that is widely used in generative AI for model development and training.,https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Text generation,"A generative AI task where models generate human-readable text based on input data or prompts. Text generation is used in applications like chatbots, content generation, and language translation.",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Text-to-Speech (TTS),"A technology in generative AI that converts text into spoken language, enabling the generation of natural-sounding speech from written text.",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Tokens,A unit of content corresponding to a subset of a word. Tokens are processed internally by large language models and can also be used as metrics for usage and billing.,https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Tokenisation,"The process of splitting text into individual units, or tokens, which can be words, subwords, or characters. Tokenisation is a crucial step in generative AI for text processing.",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Topic modelling,A generative AI technique used to identify topics or themes within a collection of documents. It is commonly applied in tasks like document clustering and content recommendation.,https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Top-k sampling,"A text generation strategy in generative AI where the model selects from the top-k next tokens at each step, controlling the diversity of generated text.",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Top-p (nucleus) sampling,A text generation strategy in generative AI where the model selects from a subset of the tokens with cumulative probability less than or equal to a threshold “p.” This strategy also controls text diversity.,https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Treemap,Display copious amounts of hierarchically structured (tree-structured) data. The space in the visualisation is split up into rectangles that are sized and ordered by a quantitative variable. The levels in the hierarchy of the treemap are visualised as rectangles containing other rectangles.,https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Uncertainty estimation,The process of quantifying the uncertainty associated with model predictions. It is crucial for understanding the reliability of generated content.,https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Universal approximation theorem,A mathematical concept stating that neural networks with enough parameters can approximate any continuous function.,https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Upsampling,"A technique in generative AI that involves increasing the resolution or size of data, such as images or audio, often used in tasks like image generation and super-resolution. V",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Variational autoencoder (VAE),"A model combining elements of autoencoders and variational inference to learn probabilistic representations of data, often used for generating new samples.",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Vector quantisation (VQ),"A technique used to discretise continuous data, commonly applied in tasks like speech and image compression.",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Virtual reality (VR) simulation,"The use of generative AI to create immersive and interactive virtual environments, enabling experiences in virtual reality.",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Visual question answering (VQA),"A task where models answer questions about images or visual data, requiring both vision and language understanding.",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Voice cloning,"A technology in generative AI that allows for the replication of a person’s voice, often used in applications like voice assistants and voice synthesis. W",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Wave Generative Adversarial Networks (WaveGAN),"WaveGAN is a generative AI model designed for generating audio waveforms, particularly in tasks like speech synthesis and music generation.",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Weakly supervised learning,"A type of learning in generative AI where models are trained with limited or noisy supervision, often used when obtaining precise labels or annotations is challenging.",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Weight initialisation,The process of setting initial values for neural network weights. Proper weight initialisation can significantly impact the training and performance of generative AI models.,https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Windowing,A method that uses a portion of a document as metacontext or metacontent. Word2Vec: A technique used to learn word embeddings from large text corpora. It is commonly used for capturing semantic similarities between words.,https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Word Embeddings,Vector representations of words that capture semantic relationships between words in a continuous vector space. They are essential for various natural language processing tasks. X,https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Xavier initialisation,A weight initialisation technique in generative AI that helps set initial weights in neural networks to ensure efficient training and improved model convergence.,https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
XML generation,"XML generation involves creating structured data in XML format from various sources, such as text or databases, for tasks like document generation and data interchange.",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
XOR problem,"A classic problem in machine learning and generative AI where models need to learn to perform an exclusive OR operation on binary inputs, often used to evaluate the capabilities of neural networks. Y YAML ain’t markup language (YAML): YAML is a human-readable data serialisation format used in generative AI and other fields to represent data structures in a readable and concise manner.",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Yield,"The process of producing or generating output, often used in the context of code or functions that generate data or results.",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
You only look once) (YOLO),YOLO is a real-time object detection algorithm in generative AI that can detect and locate multiple objects within images or video frames with high accuracy and speed.,https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Yule-Simon distribution,"A probability distribution in generative AI to model distribution of number of attempts required to observe a new distinct event, often used in certain text generation models. Z",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Z-score (standard score),A statistical measure used in generative AI for data normalisation and outlier detection by measuring how many standard deviations a data point is from the mean.,https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Zero-inflated model,"A statistical model used in generative AI to account for data with an excess of zero values, often applied in count data and rare event prediction.",https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Zero-shot image generation,An advanced generative AI task where models are trained to generate images of objects or concepts they have never seen during training.,https://charitydigital.org.uk/topics/an-a-z-glossary-of-artificial-intelligence-terms-and-definitions-11427
Artificial Intelligence,"Machines designed to imitate human cognitive functions like learning, problem-solving, and decision-making.",https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Deep Learning,A subset of machine learning that uses neural networks with multiple layers (deep neural networks) to learn and make decisions.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Attentiton Mechanism,A technique in neural networks that allows the model to focus on specific parts of the input when producing an output.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Artificial General Intelligence,The goal of creating machines that can learn and reason like humans across various tasks.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Foundation Models,"Large AI models trained on vast amounts of data, serving as a base for various applications.",https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Large Language Models (LLM),AI models trained on enormous text datasets to understand and generate human-like text.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Small Language Models (SLM),"Compact AI models designed for specific language tasks, often used on devices with limited resources.",https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Vision Models (VM),AI systems trained to understand and analyze visual information from images or videos.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Multi-Modal Models (MMM),"AI systems that can process and understand multiple types of information, such as text, images, and sound.",https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Embedding Model,"AI models that convert words, sentences, or images into numerical representations for easier processing.",https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Prompt Engineering,The art of crafting effective instructions or questions to get the best results from an AI model.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Toxicity,"Harmful, offensive, or biased content generated by an AI system.",https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Pre-Training,The initial training of an AI model on a large dataset before fine-tuning for specific tasks.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Agent,An AI system designed to perform actions or make decisions autonomously to achieve specific goals.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Federated Learning,"A machine learning technique that trains algorithms across multiple decentralized devices or servers holding local data samples, without exchanging them.",https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Autonomous,A machine is described as autonomous if it can perform its task or tasks without needing human intervention.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Backward chaining,A method where the model starts with the desired output and works in reverse to find data that might support it.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Bounding Box,"Commonly used in image or video tagging, this is an imaginary box drawn on visual information to help a model recognize it as a distinct type of object.",https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Cognitive computing,A field within artificial intelligence that is primarily concerned with creating and analyzing machine learning algorithms.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Computational learning theory,A large dataset of written or spoken material that can be used to train a machine to perform linguistic tasks.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Entity Annotion,An umbrella term referring to the process of adding structure to data so that a machine can read it.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Entity Extraction,A method in which a machine must work from a problem to find a potential solution.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Forward Chaining,AI that could successfully do any intellectual task that can be done by any human being. ,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
General AI,"Values that affect the way your models learns. Occasionally used interchangeably with parameter, although the terms have some subtle differences.",https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Hyperparameter,"Commonly used in training data for chatbots and other natural language processing tasks, this is a type of label that defines the purpose or goal of what is said.",https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Intent,A part of training data that identifies the desired output for that particular piece of data.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Linguistic Annotation,"An umbrella term for various types of learning algorithms, including machine learning and deep learning.",https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Machine Intelligence,"This subset of AI is particularly focused on developing algorithms that will help machines to learn and change in response to new data, without the help of a human being.",https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Neutral Network,This refers to the process by which a machine turns structured data into text or speech that humans can understand.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Python,"A method of teaching AI that sets a goal without specific metrics, encouraging the model to test different scenarios rather than find a single answer.",https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Semantic annotation,"The process of identifying and categorizing opinions in a piece of text, often with the goal of determining the writer’s attitude towards something.",https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Strong AI,This field of research is focused on developing AI that is equal to the human mind when it comes to ability.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Test Data,The unlabeled data used to check that a machine learning model is able to perform its assigned task.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Validation Data,"Structured like training data with an input and labels, this data is used to test a recently trained model against new data and to analyze performance, with a particular focus on checking for overfitting.",https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Variation,"Also called queries or utterances, these work in tandem with intents for natural language processing. The variation is what a person might say to achieve a certain purpose or goal.",https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
The Foundation Model,"like the engine block, providing the core power and functionality needed for the car to run. Without it, the car won’t move.",https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Model Inference,the process of using a trained AI model to make predictions or produce outputs based on new input data.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
The Prompt,the input or instructions you give to an AI model to guide its behavior and output.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Model Parameters,the internal settings of the AI model that determine how it processes input and generates output.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Inference Parameters,the settings you adjust during model inference to control how the model behaves.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Model Customization,tailoring a pre-trained model to better suit specific tasks or domains.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Stop Sequence,"Stop sequences are a small but powerful tool in AI that keeps the system efficient, just as brakes are essential for a smooth driving experience",https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
AI,"an electric brain that performs tasks like a human brain, but it's powered by computers.",https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
ML,a subset of AI that allows machines to improve at tasks based on experience.,https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
DL,subset of ML uses layers of neural networks to analyze various factors of data.,https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
Inferencing,using a trained model to make predictions.,https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
Fairness,"developing algorithms that make unbiased decisions, treating all groups equally.",https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
Fit,how well a machine learning model generalizes to similar data to that on which it was trained.,https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
LLM,deep learning models that understand and generate human-like text based on the training data they've been fed.,https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
ablation,A technique for evaluating the importance of a feature or component by temporarily removing it from a model.,https://developers.google.com/machine-learning/glossary
A/B testing,A statistical way of comparing two (or more) techniques—the A and the B.,https://developers.google.com/machine-learning/glossary
accelerator chip,A category of specialized hardware components designed to perform key computations needed for deep learning algorithms.,https://developers.google.com/machine-learning/glossary
action,"In reinforcement learning, the mechanism by which the agent transitions between states of the environment.",https://developers.google.com/machine-learning/glossary
Active Learning,A training approach in which the algorithm chooses some of the data it learns from.,https://developers.google.com/machine-learning/glossary
Adaptation,Synonym for tuning or fine-tuning.,https://developers.google.com/machine-learning/glossary
agentic workflow,A dynamic process in which an agent autonomously plans and executes actions to achieve a goal.,https://developers.google.com/machine-learning/glossary
AI slop,Output from a generative AI system that favors quantity over quality.,https://developers.google.com/machine-learning/glossary
attention,A mechanism used in a neural network that indicates the importance of a particular word or part of a word.,https://developers.google.com/machine-learning/glossary
augmented reality,"A technology that superimposes a computer-generated image on a user's view of the real world, thus providing a composite view.",https://developers.google.com/machine-learning/glossary
AutoML,Any automated process for building machine learning models.,https://developers.google.com/machine-learning/glossary
deep model,A neural network containing more than one hidden layer.,https://developers.google.com/machine-learning/glossary
implicit bias,Automatically making an association or assumption based on one's mind models and memories. ,https://developers.google.com/machine-learning/glossary
input generator,A mechanism by which data is loaded into a neural network.,https://developers.google.com/machine-learning/glossary
instruction tuning,A form of fine-tuning that improves a generative AI model's ability to follow instructions.,https://developers.google.com/machine-learning/glossary
multimodal model,"A model whose inputs, outputs, or both include more than one modality.",https://developers.google.com/machine-learning/glossary
deep neural network,a type of neural network containing more than one hidden layer.,https://developers.google.com/machine-learning/glossary
artificial neural networks,computing systems inspired by the human brain that are designed to recognize patterns and learn from data.,https://www.brainchat.ai/ai-glossary
AI Agents,"autonomous systems that perform tasks or make decisions based on their environment and user inputs, often without requiring direct human intervention.",https://www.brainchat.ai/ai-glossary
chatgpt,AI language model that generates human-like text based on input.,https://www.brainchat.ai/ai-glossary
claude ai,"a conversational AI assistant developed by Anthropic that focuses on creating helpful, safe, and aligned AI",https://www.brainchat.ai/ai-glossary
internet of things,a network of interconnected devices that collect and exchange data over the internet.,https://www.brainchat.ai/ai-glossary
model training,the process of teaching a machine learning model to recognize patterns and make predictions by feeding it data.,https://www.brainchat.ai/ai-glossary
YOLO,a real-time object detection system that can detect and classify multiple objects in an image with high accuracy.,https://www.brainchat.ai/ai-glossary
YAML,A human-readable data serialization format often used for configuring machine learning experiments or storing structured data.,https://fastbots.ai/ai-glossary
VR,"A technology that creates an immersive, simulated environment using AI and other tools",https://fastbots.ai/ai-glossary
U-Net,"A neural network architecture commonly used for image segmentation tasks, particularly in medical imaging",https://fastbots.ai/ai-glossary
Siamese network,A type of neural network architecture that uses two or more identical subnetworks to process different inputs and compare their outputs,https://fastbots.ai/ai-glossary
rule-based system,An AI system that uses a set of predefined rules to make decisions or solve problems,https://fastbots.ai/ai-glossary
OOD Detection,"A technique used to identify inputs that differ significantly from the training data, helping AI systems detect unusual or unexpected situations.",https://fastbots.ai/ai-glossary
Joint attention,"An AI technique used in human-robot interaction, where both the human and the robot focus on the same object or task",https://fastbots.ai/ai-glossary
graph neural network,A neural network that operates on graph-structured data,https://fastbots.ai/ai-glossary
FNN,A type of artificial neural network where connections between the nodes do not form cycles,https://fastbots.ai/ai-glossary
capsule network,A type of neural network designed to better understand spatial hierarchies in data,https://fastbots.ai/ai-glossary
AGI,"theoretical form of AI that can understand, learn, and apply knowledge across a wide range of tasks, much like a human.",https://fastbots.ai/ai-glossary
ASR,"converts spoken language into text, enabling applications like voice commands, transcription, and virtual assistants.",https://fastbots.ai/ai-glossary
T5 (text-to-text transfer transformer),model developed by Google that treats every NLP task as a text generation problem,https://fastbots.ai/ai-glossary
CNN,A type of deep learning algorithm that is particularly effective in image and video recognition tasks.,https://fastbots.ai/ai-glossary
NLG,The process by which an AI system produces human-like text based on data input.,https://fastbots.ai/ai-glossary
Autonomous system,A machine or software that can perform tasks without human intervention.,https://fastbots.ai/ai-glossary
Augmented Intelligence,A collaboration between humans and AI to enhance decision-making rather than replace human thinking.,https://fastbots.ai/ai-glossary
RL,A type of machine learning where an agent learns to make decisions by interacting with an environment and receiving rewards or penalties.,https://fastbots.ai/ai-glossary
API (Application Programming Interface) ,A set of tools and protocols that allow developers to integrate AI functionalities into applications.,https://www.fromdev.com/2025/03/ai-terminology-cheat-sheet-essential-terms-explained-for-2025.html
embodied agent,AI agents with a physical body that perform specific tasks in the physical environment.,https://www.techtarget.com/whatis/feature/Artificial-intelligence-glossary-60-terms-to-know
Multimodal AI ,system that can handle input and produce output in several mediums.,https://www.techtarget.com/whatis/feature/Artificial-intelligence-glossary-60-terms-to-know
Recommendation engine,an AI algorithm that is used to serve users content based on their preferences.,https://www.techtarget.com/whatis/feature/Artificial-intelligence-glossary-60-terms-to-know
robots,Robots are embodied mechanical machines that are capable of doing a physical task for humans.,https://circls.org/educatorcircls/ai-glossary
black boxes,"We call things we don’t understand, “black boxes” because what happens inside the box cannot be seen.",https://circls.org/educatorcircls/ai-glossary
Intelligent Augmentation,a fine line between augmenting and replacing and technologies should be designed so that humans can choose what a system does and when it does it.,https://circls.org/educatorcircls/ai-glossary
Intelligent tutoring system,A  computer system or digital learning environment that gives instant and custom feedback to students.,https://circls.org/educatorcircls/ai-glossary
Artificial Narrow Intelligence (ANI) ,AI can solve narrow problems ,https://circls.org/educatorcircls/ai-glossary
CGI,"Images created with computers, increasingly enhanced by AI tools.",Beginner’s AI Glossary 2025: 55 Terms You Need to Know
Few Shot Learning,"Learning from only a handful of examples, then generalising.",Beginner’s AI Glossary 2025: 55 Terms You Need to Know
fine tuning,Further training a pre-trained model on your specific data so it performs better on a particular task.,Beginner’s AI Glossary 2025: 55 Terms You Need to Know
perplexity,A score that indicates how well a language model predicts text,Beginner’s AI Glossary 2025: 55 Terms You Need to Know
RLHF (Reinforcement Learning from Human Feedback),Humans rate model outputs so the model learns which answers are preferable.,Beginner’s AI Glossary 2025: 55 Terms You Need to Know
Speech-to-Text (STT),Converting audio speech into written words.,Beginner’s AI Glossary 2025: 55 Terms You Need to Know
Virtual Reality (VR),"Immersive, computer-generated environments experienced via a headset.",Beginner’s AI Glossary 2025: 55 Terms You Need to Know
Data Labelling,Tagging data with correct answers or categories so models can learn.,Beginner’s AI Glossary 2025: 55 Terms You Need to Know
Entity Annotation,"The Highlighter: Going through a text and highlighting specific names, places, or dates with different colors.",https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Variation (NLP),"The Rephrasing: Asking 'Check balance' vs 'How much money do I have?'. Different words, same goal.",https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
General AI (AGI),"The Human Equal: A theoretical machine that can do any intellectual task a human can do, not just one specific job.",https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Adversarial Attack,"The Optical Illusion: Making tiny, invisible changes to an image that trick the AI into thinking a panda is a gibbon.",https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
AI Ethics,"The Moral Compass: The set of rules and guidelines to ensure AI is used safely, fairly, and responsibly.",https://plusai.com/blog/ai-glossary
AI Hallucination,The Confident Lie: When an LLM generates false information but presents it as absolute fact.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
AI Winter,The Drought: A period of reduced funding and interest in AI research due to overhyped expectations failing to materialize.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Artificial Neuron,"The Switch: A tiny mathematical unit that receives input, processes it, and passes it on, mimicking a brain cell.",https://plusai.com/blog/ai-glossary
Attention Span,The Focus: How far back in a sentence or document the model can 'look' while generating the current word.,https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
Auto-GPT,The Self-Starter: An AI agent that can create its own to-do list and execute tasks without human prompting.,https://medium.com/@cloudkitect/ai-terminologies-simplifying-complex-ai-concepts-with-everyday-analogies-600f1a398091
Batch Normalization,"The Equalizer: Adjusting the inputs of each layer to keep them on a similar scale, making training faster and more stable.",https://medium.com/@cloudkitect/ai-terminologies-simplifying-complex-ai-concepts-with-everyday-analogies-600f1a398091
Beam Search,The Scout: Exploring multiple possible future sentences at once and keeping only the most promising paths.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Bias-Variance Tradeoff,The Archer's Dilemma: Balancing between always missing the target in the same spot (bias) vs hitting randomly all over the board (variance).,https://www.linkedin.com/pulse/understanding-core-concepts-ai-definitions-analogies-examples-bidari-9szuc/
Catastrophic Forgetting,The Memory Wipe: When an AI learns a new task but completely forgets how to do the old task.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
CLIP (Contrastive Language-Image Pre-training),The Matchmaker: An AI trained to understand how images and text descriptions relate to each other.,https://medium.com/@cloudkitect/ai-terminologies-simplifying-complex-ai-concepts-with-everyday-analogies-600f1a398091
CNN (Convolutional Neural Network),The Visual Cortex: A deep learning architecture specifically designed to process pixel data and recognize images.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Constitutional AI,The Rule of Law: Training AI to follow a set of high-level principles (a constitution) to ensure safety.,https://plusai.com/blog/ai-glossary
Continuous Learning,The Lifelong Learner: An AI system that constantly updates its knowledge as new data comes in.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
ControlNet,The Pose Guide: An add-on for image generators that lets you control the structure (like a stick figure pose) of the final image.,https://medium.com/@cloudkitect/ai-terminologies-simplifying-complex-ai-concepts-with-everyday-analogies-600f1a398091
Convergence,The Finish Line: The point in training where the model stops improving because it has found the best possible solution.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Copilot,The Wingman: An AI assistant that works alongside you in apps (like Word or VS Code) to suggest edits and content.,https://medium.com/@cloudkitect/ai-terminologies-simplifying-complex-ai-concepts-with-everyday-analogies-600f1a398091
Cost Function,The Price Tag: A mathematical formula that measures how 'expensive' (wrong) the model's errors are.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
CPU (Central Processing Unit),The General Manager: The main chip in a computer that handles general tasks but is slow at heavy AI math.,https://medium.com/@maxy_ermayank/demystifying-the-ai-revolution-your-essential-guide-to-generative-ai-terminology-572fb29362b8
Cross-Entropy Loss,The Uncertainty Penalty: A score that penalizes the model heavily when it is confidently wrong.,https://plusai.com/blog/ai-glossary
Data Drift,"The Changing Times: When the data in the real world changes over time, making the old model obsolete.",https://www.telusdigital.com/insights/data-and-ai/article/50-beginner-ai-terms-you-should-know
